FID,TYPEPIPE,Operator,Status,Shape_Leng,geometry
3918,Intrastate,Crosstex Texas Systems,Operating,0.0603800371067,"LINESTRING (-97.832766 28.71218, -97.793607 28.6662200000001)"
3920,Intrastate,Crosstex Texas Systems,Operating,0.399412604153,"LINESTRING (-96.210344 29.1634030000001, -96.094761 29.048281, -96.074158 29.0193570000001, -96.0577299999999 29.0082780000001, -96.004462 28.94336, -96.025671 28.84873)"
3922,Intrastate,Crosstex Texas Systems,Operating,0.0832702850815,"LINESTRING (-96.38101 29.052849, -96.381855 29.071641, -96.421233 29.101788, -96.422133 29.116627)"
3924,Intrastate,Crosstex Texas Systems,Operating,0.0426703084826,"LINESTRING (-96.4679119999999 29.008564, -96.493911 29.042399)"
3926,Intrastate,Crosstex Texas Systems,Operating,0.0737196075546,"LINESTRING (-96.506876 28.9842400000001, -96.552503 29.0421430000001)"
3928,Intrastate,Crosstex Texas Systems,Operating,0.130971227565,"LINESTRING (-96.026863 29.321245, -96.126278 29.40651)"
3930,Intrastate,Crosstex Texas Systems,Operating,0.307048201482,"LINESTRING (-96.628404 28.9096460000001, -96.582654 28.8606370000001, -96.571793 28.846663, -96.575314 28.8318790000001, -96.561097 28.8208280000001, -96.5577709999999 28.7417070000001, -96.5599579999999 28.663643, -96.541524 28.6377120000001)"
3932,Intrastate,Crosstex Texas Systems,Operating,0.420700735618,"LINESTRING (-96.9503929999999 29.127187, -96.980605 29.100875, -97.1559989999999 28.972043, -97.268679 28.8939290000001, -97.276758 28.869317)"
3934,Intrastate,Crosstex Texas Systems,Operating,0.0788622045664,"LINESTRING (-96.9039089999999 28.644121, -96.941109 28.6802710000001, -96.967703 28.675661)"
3936,Intrastate,Crosstex Texas Systems,Operating,0.0950847271186,"LINESTRING (-96.858889 28.694841, -96.839479 28.6750470000001, -96.821809 28.673837, -96.811544 28.687687, -96.795799 28.7160170000001)"
3938,Intrastate,Crosstex Texas Systems,Operating,0.0695773180802,"LINESTRING (-96.437076 29.027814, -96.418264 28.996971, -96.4173909999999 28.980155, -96.433984 28.9793740000001)"
3940,Intrastate,Crosstex Texas Systems,Operating,0.0652496020273,"LINESTRING (-96.3285969999999 29.0858020000001, -96.33257 29.0384040000001, -96.3148859999999 29.0381830000001)"
3942,Intrastate,Crosstex Texas Systems,Operating,0.247279226701,"LINESTRING (-97.495979 27.8929200000001, -97.471353 27.893169, -97.46685 27.895042, -97.446203 27.8810250000001, -97.436406 27.879862, -97.4279319999999 27.880569, -97.405681 27.887792, -97.399064 27.88994, -97.367289 27.8883230000001, -97.3535199999999 27.888565, -97.292616 27.888603, -97.277521 27.8911850000001, -97.2711629999999 27.895631, -97.256724 27.8973040000001)"
3944,Intrastate,Crosstex Texas Systems,Operating,0.117421278822,"LINESTRING (-97.434292 27.870276, -97.434818 27.878226, -97.436406 27.879862, -97.418401 27.8765990000001, -97.4146909999999 27.882681, -97.39377 27.886436, -97.392706 27.89579, -97.3564279999999 27.89628, -97.356688 27.906569, -97.352186 27.9068050000001)"
3946,Intrastate,Crosstex Texas Systems,Operating,0.0141534510986,"LINESTRING (-97.1540419999999 28.391328, -97.161615 28.403285)"
3948,Intrastate,Crosstex Texas Systems,Operating,0.23822671758,"LINESTRING (-97.59086 27.854204, -97.573697 27.8476450000001, -97.5285959999999 27.824502, -97.514853 27.8244760000001, -97.500668 27.803566, -97.490843 27.807464, -97.481028 27.8065750000001, -97.462861 27.8100220000001, -97.4535319999999 27.811745, -97.426044 27.8129990000001, -97.424567 27.8186890000001, -97.4275049999999 27.8177870000001, -97.4083689999999 27.8155760000001, -97.399527 27.818605, -97.391182 27.81946, -97.391654 27.827727)"
3950,Intrastate,Crosstex Texas Systems,Operating,0.67526011871,"LINESTRING (-97.485648 28.9519970000001, -97.5077669999999 28.951286, -97.567848 28.923371, -97.634534 28.8975150000001, -97.691491 28.8557220000001, -97.71967 28.816535, -97.79464 28.751243, -97.8079989999999 28.744491, -97.832766 28.71218, -97.9297999999999 28.65013, -97.993307 28.6143500000001, -98.0462909999999 28.6199550000001)"
3952,Intrastate,Crosstex Texas Systems,Operating,0.0338351611937,"LINESTRING (-97.297542 28.2468260000001, -97.26564 28.235553)"
3954,Intrastate,Crosstex Texas Systems,Operating,0.163922973378,"LINESTRING (-97.3037389999999 28.198467, -97.462015 28.155812)"
3956,Intrastate,Crosstex Texas Systems,Operating,1.22125443655,"LINESTRING (-96.62285 28.911553, -96.506876 28.9842400000001, -96.4679119999999 29.008564, -96.437076 29.027814, -96.38101 29.052849, -96.3285969999999 29.0858020000001, -96.210344 29.1634030000001, -96.157821 29.204263, -96.0884599999999 29.2636940000001, -96.026863 29.321245, -95.9500399999999 29.381515, -95.9286959999999 29.3852580000001, -95.862966 29.421999, -95.800468 29.4647110000001, -95.6589499999999 29.545975, -95.653657 29.5291040000001, -95.641649 29.5180810000001, -95.642033 29.4904080000001)"
3958,Intrastate,Crosstex Texas Systems,Operating,0.0735812304488,"LINESTRING (-97.500668 27.803566, -97.4884079999999 27.7987580000001, -97.487471 27.779612, -97.481127 27.7635030000001, -97.481182 27.7395730000001)"
3960,Intrastate,Crosstex Texas Systems,Operating,0.0318411107846,"LINESTRING (-97.304566 28.0224220000001, -97.28371 28.046482)"
3962,Intrastate,Crosstex Texas Systems,Operating,0.0283869862099,"LINESTRING (-97.6443829999999 27.842991, -97.645444 27.83108, -97.646902 27.814716)"
3964,Intrastate,Crosstex Texas Systems,Operating,0.0604952115404,"LINESTRING (-97.256724 27.8973040000001, -97.2573869999999 27.908735, -97.24468 27.902897, -97.214748 27.9211550000001)"
3966,Intrastate,Crosstex Texas Systems,Operating,0.135348386246,"LINESTRING (-97.2808679999999 27.759849, -97.278817 27.8045700000001, -97.2724879999999 27.894929)"
3968,Intrastate,Crosstex Texas Systems,Operating,0.0503376483857,"LINESTRING (-97.1778579999999 27.952437, -97.145565 27.991051)"
3969,Interstate,El Paso Natural Gas Co,Operating,0.954868047732,"LINESTRING (-105.512564 31.6911010000001, -105.612779 31.69802, -105.961419 31.6081120000001, -106.214179 31.5829380000001, -106.220653 31.5890820000001, -106.230773 31.598685, -106.240018 31.607459, -106.257206 31.623769, -106.265983 31.632099, -106.280311 31.645697, -106.293608 31.6583160000001, -106.31173 31.6755140000001, -106.320816 31.6841370000001, -106.331315 31.6941, -106.34372 31.7058720000001, -106.352476 31.714182, -106.364302 31.7265100000001, -106.378453 31.7388340000001, -106.388499 31.748368)"
3970,Intrastate,Crosstex Texas Systems,Operating,0.0569798564721,"LINESTRING (-97.346894 27.899092, -97.33736 27.898419, -97.330477 27.897933, -97.3323369999999 27.885772, -97.326779 27.880164, -97.323603 27.877126, -97.3206929999999 27.871048, -97.327581 27.864964)"
3971,Interstate,El Paso Natural Gas Co,Operating,0.239832187028,"LINESTRING (-106.130904344 31.781828365, -106.240323 31.780735, -106.292619 31.7447720000001, -106.357995 31.7591570000001)"
3972,Intrastate,Crosstex Texas Systems,Operating,0.0535239052352,"LINESTRING (-97.159621 33.121274, -97.156926 33.121204, -97.154817 33.127433, -97.150117 33.127883, -97.1482599999999 33.132303, -97.141019 33.131919, -97.1415039999999 33.1401220000001, -97.13956 33.1438870000001, -97.1325579999999 33.1443760000001, -97.1299329999999 33.144864, -97.124682 33.1438870000001)"
3973,Interstate,El Paso Natural Gas Co,Operating,0.452939594274,"LINESTRING (-106.405931 31.9749360000001, -106.412859 31.9806530000001, -106.439039 32.002258, -106.440795 32.0037070000001, -106.414643 32.348953, -106.466939 32.3813200000001)"
3974,Intrastate,Crosstex Texas Systems,Operating,0.00645245132102,"LINESTRING (-97.130009 33.14926, -97.1317539999999 33.1492040000001, -97.1299329999999 33.144864)"
3976,Intrastate,Crosstex Texas Systems,Operating,0.00778841678723,"LINESTRING (-97.13956 33.1438870000001, -97.1436439999999 33.144864, -97.147233 33.1448280000001)"
3978,Intrastate,Crosstex Texas Systems,Operating,0.067500295716,"LINESTRING (-97.1383929999999 33.14462, -97.1436439999999 33.144864, -97.145686 33.1536570000001, -97.147138 33.1580560000001, -97.148044 33.161478, -97.148611 33.163617, -97.1512519999999 33.1648700000001, -97.154635 33.173326, -97.157511 33.174556, -97.159013 33.1786900000001, -97.164699 33.1774320000001, -97.166772 33.177484, -97.170057 33.1764200000001, -97.17486 33.1761280000001, -97.17661 33.17735, -97.178681 33.174515, -97.180101 33.1748830000001)"
3980,Intrastate,Crosstex Texas Systems,Operating,0.00962882946099,"LINESTRING (-97.1655239999999 33.1680680000001, -97.1656149999999 33.170262, -97.1656859999999 33.171993, -97.1658159999999 33.175151, -97.164699 33.1774320000001)"
3981,Interstate,El Paso Natural Gas Co,Operating,0.37894192172,"LINESTRING (-104.188072 31.4332890000001, -104.248346 31.442932, -104.56253 31.491406)"
3982,Intrastate,Crosstex Texas Systems,Operating,0.0163548716757,"LINESTRING (-95.3779959999999 30.253564, -95.379493 30.2537760000001, -95.3839089999999 30.2531710000001, -95.3892739999999 30.2524780000001, -95.393119 30.252082, -95.392532 30.251139)"
3983,Intrastate,Crosstex Texas Systems,Operating,0.00205383641018,"LINESTRING (-97.1656859999999 33.171993, -97.163774 33.1712430000001)"
3984,Interstate,El Paso Natural Gas Co,Operating,0.976111115744,"LINESTRING (-104.56253 31.491406, -104.601752 31.495104, -104.640974 31.495104, -104.876302 31.569065, -105.18136 31.6578190000001, -105.438115 31.6783300000001, -105.470024 31.6838040000001, -105.512564 31.6911010000001)"
3985,Intrastate,Crosstex Texas Systems,Operating,0.00205383641018,"LINESTRING (-97.1656859999999 33.171993, -97.163774 33.1712430000001)"
3986,Interstate,El Paso Natural Gas Co,Operating,0.325527000836,"LINESTRING (-105.512564 31.6911010000001, -105.190076 31.7354780000001)"
3987,Intrastate,Crosstex Texas Systems,Operating,0.0442818571178,"LINESTRING (-97.148614 33.160937, -97.143498 33.161321, -97.141855 33.164706, -97.1369339999999 33.1648930000001, -97.1369339999999 33.1697780000001, -97.132691 33.169694, -97.132696 33.1711260000001, -97.129445 33.1711040000001, -97.128974 33.175557, -97.128474 33.180281, -97.1331419999999 33.180525, -97.1325579999999 33.183212)"
3989,Intrastate,Crosstex Texas Systems,Operating,0.00982691294413,"LINESTRING (-97.1378099999999 33.1749070000001, -97.1375179999999 33.1761280000001, -97.134892 33.1761280000001, -97.128974 33.175557)"
3991,Intrastate,Crosstex Texas Systems,Operating,0.0268391965281,"LINESTRING (-97.141855 33.164706, -97.13956 33.159519, -97.1378099999999 33.159275, -97.1375179999999 33.1568330000001, -97.136643 33.1551230000001, -97.1299329999999 33.1551230000001, -97.127599 33.156344, -97.122056 33.157565)"
3993,Intrastate,Crosstex Texas Systems,Operating,0.0268533475094,"LINESTRING (-97.162439 33.196518, -97.159398 33.1973780000001, -97.1579389999999 33.194692, -97.159096 33.1933470000001, -97.157772 33.193338, -97.158127 33.183141, -97.157064 33.1780820000001, -97.159115 33.178777)"
3995,Intrastate,Crosstex Texas Systems,Operating,0.0114635684405,"LINESTRING (-97.154647 33.173462, -97.152236 33.1750880000001, -97.1489979999999 33.175189, -97.145836 33.1759940000001, -97.1445189999999 33.1744190000001)"
3997,Intrastate,Crosstex Texas Systems,Operating,0.00784264024945,"LINESTRING (-97.149916 33.174837, -97.1512289999999 33.180769, -97.149479 33.1810140000001)"
3999,Intrastate,Crosstex Texas Systems,Operating,0.00267816541681,"LINESTRING (-97.145749 33.1759440000001, -97.14627 33.178571)"
4001,Intrastate,Crosstex Texas Systems,Operating,0.0570569334241,"LINESTRING (-97.395754 27.6186700000001, -97.386748 27.613497, -97.3686979999999 27.61213, -97.3401409999999 27.611292)"
4003,Intrastate,Crosstex Texas Systems,Operating,0.0524392586191,"LINESTRING (-97.322027 27.628046, -97.3190059999999 27.633374, -97.295597 27.6733370000001)"
4005,Intrastate,Crosstex Texas Systems,Operating,1.2697339774,"LINESTRING (-98.517355 27.807817, -98.488393 27.7974850000001, -98.393561 27.692475, -98.330952 27.6923580000001, -98.226568 27.708608, -98.0758089999999 27.7237430000001, -97.936632 27.744039, -97.8635629999999 27.755209, -97.8218189999999 27.757186, -97.799786 27.7592010000001, -97.7618859999999 27.7585520000001, -97.706693 27.77322, -97.6342089999999 27.7846720000001, -97.500668 27.803566, -97.5104479999999 27.8192470000001, -97.456559 27.8139780000001, -97.4476319999999 27.816085, -97.440746 27.822598, -97.42651 27.823877, -97.414249 27.819938, -97.412272 27.82559, -97.4196249999999 27.829955, -97.424228 27.8742570000001, -97.436406 27.879862, -97.438787 27.884303)"
4007,Intrastate,Crosstex Texas Systems,Operating,0.852934503385,"LINESTRING (-97.570068 27.885479, -97.548862 27.900041, -97.5274929999999 27.9264640000001, -97.4420279999999 28.031164, -97.346031 28.098169, -97.3357819999999 28.119788, -97.335607 28.1254750000001, -97.258656 28.1810990000001, -96.992551 28.3982050000001, -96.944258 28.452957)"
4009,Intrastate,Crosstex Texas Systems,Operating,0.219393917377,"LINESTRING (-97.570068 27.885479, -97.59223 27.8552070000001, -97.6075929999999 27.8342210000001, -97.610572 27.8189990000001, -97.625847 27.795436, -97.6342089999999 27.7846720000001, -97.642478 27.773376, -97.645551 27.763416, -97.6701369999999 27.7344420000001, -97.692675 27.706083)"
4011,Intrastate,Crosstex Texas Systems,Operating,0.152528341164,"LINESTRING (-97.720941 27.8461800000001, -97.677763 27.840878, -97.677784 27.8317420000001, -97.6473549999999 27.8312500000001, -97.617416 27.831194, -97.616913 27.836414, -97.60264 27.8537900000001, -97.59086 27.854204)"
4013,Intrastate,Crosstex Texas Systems,Operating,0.362033543119,"LINESTRING (-97.597252 27.6400770000001, -97.580448 27.614158, -97.5130349999999 27.617778, -97.395754 27.6186700000001, -97.3769569999999 27.618813, -97.3401409999999 27.611292, -97.307788 27.604682, -97.3259639999999 27.550706)"
4015,Intrastate,Crosstex Texas Systems,Operating,0.0440497106595,"LINESTRING (-97.347412 27.9213060000001, -97.347153 27.9105500000001, -97.352449 27.9105460000001, -97.352186 27.9068050000001, -97.336828 27.9072820000001, -97.33736 27.898419)"
4017,Intrastate,Crosstex Texas Systems,Operating,0.0617811098166,"LINESTRING (-97.462098 27.8667510000001, -97.457444 27.8681020000001, -97.445149 27.8716720000001, -97.436406 27.879862, -97.4334909999999 27.884073, -97.4244849999999 27.889456, -97.418323 27.8936440000001, -97.4141539999999 27.896478, -97.416536 27.89975)"
4019,Intrastate,Crosstex Texas Systems,Operating,0.023677644795,"LINESTRING (-97.477988 27.863935, -97.4647439999999 27.8718940000001, -97.457444 27.8681020000001)"
4021,Intrastate,Crosstex Texas Systems,Operating,0.0198250538915,"LINESTRING (-97.463152 27.877975, -97.4612959999999 27.881717, -97.4589119999999 27.8831220000001, -97.446203 27.8810250000001)"
4023,Intrastate,Crosstex Texas Systems,Operating,0.0181311457859,"LINESTRING (-97.4231609999999 27.8906260000001, -97.4199839999999 27.8885240000001, -97.405681 27.887792)"
4025,Intrastate,Crosstex Texas Systems,Operating,0.0333742971038,"LINESTRING (-97.436406 27.879862, -97.4356069999999 27.8894500000001, -97.4231609999999 27.8906260000001, -97.4239489999999 27.90185)"
4027,Intrastate,Crosstex Texas Systems,Operating,0.0485923687835,"LINESTRING (-97.431096 27.9069900000001, -97.4340089999999 27.9069880000001, -97.436659 27.9039470000001, -97.4356069999999 27.8894500000001, -97.442752 27.896928, -97.443012 27.906749, -97.436659 27.9039470000001)"
4029,Intrastate,Crosstex Texas Systems,Operating,0.00941220085849,"LINESTRING (-97.446203 27.8810250000001, -97.445149 27.8716720000001)"
4031,Intrastate,Crosstex Texas Systems,Operating,0.0153798325208,"LINESTRING (-97.4184309999999 27.8938030000001, -97.416752 27.890093, -97.405681 27.887792)"
4033,Intrastate,Crosstex Texas Systems,Operating,0.00371123766416,"LINESTRING (-97.399462 27.9023080000001, -97.402456 27.904501)"
4035,Intrastate,Crosstex Texas Systems,Operating,0.00697971955026,"LINESTRING (-97.3836219999999 27.9195040000001, -97.390008 27.9223210000001)"
4036,Interstate,El Paso Natural Gas Co,Operating,0.461525500898,"LINESTRING (-102.78884 32.674787, -102.697324 32.748749, -102.828064 32.4307150000001)"
4037,Intrastate,Crosstex Texas Systems,Operating,0.006278886844,"LINESTRING (-97.377062 27.9272270000001, -97.38059 27.932421)"
4039,Intrastate,Crosstex Texas Systems,Operating,0.0233066965913,"LINESTRING (-97.333848 27.955606, -97.3227429999999 27.976097)"
4041,Intrastate,Crosstex Texas Systems,Operating,0.0102425930799,"LINESTRING (-97.190623 27.973507, -97.1838949999999 27.98123)"
4042,Interstate,El Paso Natural Gas Co,Operating,0.381256502976,"LINESTRING (-103.037928 32.7076420000001, -102.996584 32.739018, -102.954194 32.7711870000001, -102.902088 32.81073, -102.890408 32.8195940000001, -102.876654 32.8300310000001, -102.852323 32.8484950000001, -102.822746 32.8709400000001, -102.816069 32.8760070000001, -102.802438 32.886352, -102.78884 32.896671, -102.776822 32.9159350000001, -102.773367 32.921473, -102.758685 32.9492090000001, -102.754966 32.9562340000001)"
4043,Intrastate,Crosstex Texas Systems,Operating,0.0517621085308,"LINESTRING (-97.298236 27.9084250000001, -97.297226 27.9116910000001, -97.301595 27.91436, -97.3096609999999 27.918214, -97.324129 27.895049, -97.330477 27.897933)"
4044,Interstate,El Paso Natural Gas Co,Operating,0.640668348334,"LINESTRING (-102.70604 32.116379, -102.540436 32.2014350000001, -102.74962 31.912985, -102.846625 31.928143)"
4045,Intrastate,Crosstex Texas Systems,Operating,0.0409758286412,"LINESTRING (-97.323099 27.9372060000001, -97.319064 27.9401780000001, -97.3089799999999 27.935731, -97.301249 27.93247, -97.3096609999999 27.918214)"
4046,Interstate,El Paso Natural Gas Co,Operating,0.220087186869,"LINESTRING (-102.624832 31.939018, -102.597092 31.7206860000001)"
4047,Intrastate,Crosstex Texas Systems,Operating,0.0363399567053,"LINESTRING (-97.312665 27.96126, -97.3146849999999 27.9562120000001, -97.3012409999999 27.949689, -97.3089799999999 27.935731)"
4048,Interstate,El Paso Natural Gas Co,Operating,0.173181992597,"LINESTRING (-102.422772 32.0683040000001, -102.3269 31.9240800000001)"
4049,Intrastate,Crosstex Texas Systems,Operating,0.0255420829334,"LINESTRING (-97.28409 27.9597930000001, -97.287451 27.9609790000001, -97.294182 27.947912, -97.3012409999999 27.949689)"
4051,Intrastate,Crosstex Texas Systems,Operating,0.00690486647226,"LINESTRING (-97.296886 27.91941, -97.301595 27.91436)"
4053,Intrastate,Crosstex Texas Systems,Operating,0.0392554524409,"LINESTRING (-97.2576349999999 27.9412380000001, -97.264266 27.93754, -97.294182 27.947912)"
4055,Intrastate,Crosstex Texas Systems,Operating,0.00673798523293,"LINESTRING (-97.259212 27.960996, -97.264929 27.95743)"
4057,Intrastate,Crosstex Texas Systems,Operating,0.0142060968601,"LINESTRING (-97.2511469999999 27.953876, -97.2576349999999 27.9412380000001)"
4058,Interstate,El Paso Natural Gas Co,Operating,0.0697440330423,"LINESTRING (-103.115688 31.391558, -103.17234 31.432237)"
4059,Intrastate,Crosstex Texas Systems,Operating,0.0237388206321,"LINESTRING (-97.1615429999999 27.882838, -97.17555 27.8636720000001)"
4060,Interstate,El Paso Natural Gas Co,Operating,0.303899879645,"LINESTRING (-103.115688 31.391558, -103.103837 31.279055, -103.102862 31.269795, -103.189547 31.3396750000001, -103.259275 31.347071)"
4061,Intrastate,Crosstex Texas Systems,Operating,0.00809291904175,"LINESTRING (-95.3578019999999 30.2809090000001, -95.3584979999999 30.2810180000001, -95.359252 30.282092, -95.35995 30.282247, -95.36177 30.281661, -95.365187 30.281191)"
4062,Interstate,El Paso Natural Gas Co,Operating,0.551986815775,"LINESTRING (-103.57771 31.332679, -103.102862 31.269795, -103.166792 31.234568)"
4063,Intrastate,Crosstex Texas Systems,Operating,0.0736740946324,"LINESTRING (-97.2603579999999 27.9823180000001, -97.2576349999999 27.9412380000001, -97.2573869999999 27.908735)"
4064,Interstate,El Paso Natural Gas Co,Operating,0.30680498504,"LINESTRING (-103.316152 31.1918620000001, -103.285648 31.1622780000001, -103.30308 31.1363910000001, -103.250784 31.0365440000001, -103.364092 30.995865)"
4065,Intrastate,Crosstex Texas Systems,Operating,0.170208077684,"LINESTRING (-97.2576349999999 27.9412380000001, -97.227783 27.913166, -97.210516 27.9118040000001, -97.1615429999999 27.882838, -97.154925 27.8795690000001, -97.1517469999999 27.880974, -97.142745 27.87794, -97.110962 27.891756)"
4066,Interstate,El Paso Natural Gas Co,Operating,0.467651378069,"LINESTRING (-103.102862 31.269795, -103.098473 31.264353, -103.095654 31.261128, -103.083215 31.2454340000001, -103.080505 31.2420740000001, -102.989308 31.128995, -102.984962 31.1254520000001, -102.975955 31.1181090000001, -102.767052 30.94779)"
4067,Intrastate,Crosstex Texas Systems,Operating,0.0550461565665,"LINESTRING (-97.742552 28.8405450000001, -97.7180309999999 28.8550660000001, -97.691491 28.8557220000001)"
4068,Intrastate,Crosstex Texas Systems,Operating,0.0329336719635,"LINESTRING (-97.553891 28.893541, -97.567848 28.923371)"
4069,Intrastate,Crosstex Texas Systems,Operating,0.00280270904659,"LINESTRING (-95.3839089999999 30.2531710000001, -95.3847059999999 30.255858)"
4070,Intrastate,Crosstex Texas Systems,Operating,0.0336843805436,"LINESTRING (-97.5035519999999 28.936405, -97.484748 28.9371590000001, -97.485648 28.9519970000001)"
4071,Intrastate,Crosstex Texas Systems,Operating,0.0241369990886,"LINESTRING (-97.419004 28.9748880000001, -97.423754 28.951223)"
4072,Intrastate,Crosstex Texas Systems,Operating,0.144812409075,"LINESTRING (-97.5457269999999 28.6848670000001, -97.639616 28.770063, -97.625097 28.7807550000001)"
4073,Intrastate,Crosstex Texas Systems,Operating,0.00623240575219,"LINESTRING (-95.365221 30.2799900000001, -95.365187 30.281191, -95.36545 30.2838090000001, -95.36518 30.2846040000001, -95.364901 30.286139)"
4074,Intrastate,Crosstex Texas Systems,Operating,0.237972900812,"LINESTRING (-96.968226 29.43582, -97.073987 29.2226400000001)"
4075,Intrastate,Crosstex Texas Systems,Operating,0.00187974386554,"LINESTRING (-95.371706 30.281187, -95.37218 30.279368)"
4076,Intrastate,Crosstex Texas Systems,Operating,0.00637518954068,"LINESTRING (-95.365539 30.27029, -95.367002 30.26995, -95.368321 30.269847, -95.36885 30.268948, -95.369382 30.2689720000001, -95.371252 30.268338)"
4077,Intrastate,Crosstex Texas Systems,Operating,0.0077187910446,"LINESTRING (-95.380419 30.240959, -95.383094 30.2440270000001, -95.3857369999999 30.246542)"
4078,Intrastate,Crosstex Texas Systems,Operating,0.00360043004996,"LINESTRING (-95.3480059999999 30.265188, -95.3484119999999 30.264893, -95.3483129999999 30.264114, -95.350558 30.2635560000001)"
4079,Intrastate,Crosstex Texas Systems,Operating,0.000743131886007,"LINESTRING (-95.387769 30.242442, -95.388512 30.2424560000001)"
4080,Intrastate,Crosstex Texas Systems,Operating,0.00127769323392,"LINESTRING (-95.382603 30.248199, -95.383841 30.2485150000001)"
4150,Intrastate,ONEOK Gas Transmission LLC,Operating,0.00417373992964,"LINESTRING (-100.028633 35.653128, -100.027222 35.6570560000001)"
4157,Intrastate,ONEOK Gas Transmission LLC,Operating,0.00831940797173,"LINESTRING (-100.023847 35.8360940000001, -100.015629 35.834799)"
4187,Intrastate,ONEOK Gas Transmission LLC,Operating,0.0540290975344,"LINESTRING (-100.044866 35.635699, -100.044161 35.6373830000001, -100.042749 35.641312, -100.039926 35.6424420000001, -100.037808 35.645251, -100.034985 35.646942, -100.032868 35.649191, -100.030045 35.651442, -100.028633 35.653128, -100.020164 35.653715, -100.015223 35.653169, -100.010283 35.6526240000001, -100.006048 35.6515150000001, -100.001813 35.6492860000001, -100.001107 35.6492880000001, -100.00015 35.649074)"
4189,Intrastate,ONEOK Gas Transmission LLC,Operating,0.0448517346846,"LINESTRING (-100.044866 35.635699, -100.039926 35.6357140000001, -100.034985 35.635729, -100.030045 35.636305, -100.02581 35.6368790000001, -100.020869 35.636894, -100.015929 35.636909, -100.010988 35.6363640000001, -100.006754 35.636377, -100.001813 35.6369530000001, -100.00015 35.636958)"
4190,Intrastate,ONEOK Gas Transmission LLC,Operating,0.00246082770631,"LINESTRING (-100.001813 35.622377, -100.00017 35.6242090000001)"
4628,Intrastate,ONEOK Gas Transmission LLC,Operating,0.0458702700092,"LINESTRING (-99.999987 35.9895680000001, -100.002519 35.9901350000001, -100.007459 35.988999, -100.0124 35.9889830000001, -100.016635 35.98897, -100.021575 35.989516, -100.026516 35.990061, -100.031456 35.9894850000001, -100.035691 35.989472, -100.040632 35.9894570000001, -100.045572 35.9894420000001)"
4629,Intrastate,ONEOK Gas Transmission LLC,Operating,0.0646290448243,"LINESTRING (-100.04712 35.828217, -100.042183 35.829905, -100.037952 35.8321520000001, -100.033015 35.832159, -100.028079 35.833286, -100.023847 35.8360940000001, -100.023142 35.838337, -100.023142 35.840019, -100.023142 35.843943, -100.023142 35.8478680000001, -100.023142 35.851792, -100.01891 35.852918, -100.013974 35.854046, -100.009037 35.854612, -100.0041 35.8546190000001, -99.9998209999999 35.8536520000001)"
4992,Intrastate,El Paso Texas Pipeline Co,Operating,0.216862894959,"LINESTRING (-97.80046 30.012103, -97.626277 30.1412920000001)"
4993,Intrastate,Houston Pipeline Co,Operating,0.292290399047,"LINESTRING (-97.682444 29.748476, -97.6782039999999 29.776141, -97.682081 29.8298760000001, -97.682874 29.8458410000001, -97.685164 29.8618030000001, -97.688207 29.8777660000001, -97.6905 29.8937300000001, -97.693541 29.9096930000001, -97.6958319999999 29.9256580000001, -97.700373 29.941622, -97.701875 29.9434630000001, -97.7064109999999 29.9575850000001, -97.710201 29.9735470000001, -97.7154879999999 29.9895110000001, -97.7215189999999 30.0030190000001, -97.722274 30.005477, -97.726815 30.021439, -97.731732 30.03301)"
4994,Intrastate,El Paso Texas Pipeline Co,Operating,0.0342114540614,"LINESTRING (-97.747901 30.0930010000001, -97.714459 30.100216)"
4995,Intrastate,El Paso Texas Pipeline Co,Operating,0.0203246787183,"LINESTRING (-96.613486 29.536523, -96.596919 29.5482970000001)"
4996,Intrastate,El Paso Texas Pipeline Co,Operating,0.0218911549718,"LINESTRING (-96.6095299999999 29.522931, -96.5914749999999 29.53531)"
4997,Intrastate,El Paso Texas Pipeline Co,Operating,0.160508714742,"LINESTRING (-98.3966389999999 29.185643, -98.3168669999999 29.0463610000001)"
4998,Intrastate,El Paso Texas Pipeline Co,Operating,0.0470425571159,"LINESTRING (-98.153094 28.833537, -98.1181799999999 28.8650650000001)"
4999,Intrastate,El Paso Texas Pipeline Co,Operating,0.0978729503438,"LINESTRING (-98.289927 28.6969930000001, -98.21293 28.757413)"
5000,Intrastate,El Paso Texas Pipeline Co,Operating,0.371928878078,"LINESTRING (-98.071301 28.965223, -98.018922 28.9088130000001, -97.970894 28.858209, -97.8180399999999 28.6928510000001)"
5001,Intrastate,El Paso Texas Pipeline Co,Operating,0.167368639864,"LINESTRING (-98.204918 26.1623490000001, -98.260731 26.2627610000001, -98.2857089999999 26.299252, -98.285609 26.3075180000001)"
5002,Intrastate,El Paso Texas Pipeline Co,Operating,0.172991961134,"LINESTRING (-98.3652499999999 26.445683, -98.327919 26.6145990000001)"
5003,Intrastate,El Paso Texas Pipeline Co,Operating,0.148932653082,"LINESTRING (-98.449754 26.4114520000001, -98.5019809999999 26.271977)"
5004,Intrastate,El Paso Texas Pipeline Co,Operating,0.0244962265053,"LINESTRING (-98.556683 26.447567, -98.55851 26.423139)"
5005,Intrastate,El Paso Texas Pipeline Co,Operating,0.0443982976813,"LINESTRING (-98.556683 26.447567, -98.552949 26.4918080000001)"
5006,Intrastate,El Paso Texas Pipeline Co,Operating,0.0730178997849,"LINESTRING (-98.556683 26.447567, -98.625275 26.472602)"
